mode,entry_time,exit_time,p0,avg_entry,exit_price,budget,spent,pnl,pnl_pct,fills,hold_bars,reason
normal,2025-08-06 05:37:00+00:00,2025-08-06 18:01:00+00:00,3651.24,3651.24,3687.7524,63.47541955285356,15.86885488821339,0.12664948955138122,0.00798101000000008,1,745,take_profit
normal,2025-08-06 18:02:00+00:00,2025-08-07 08:26:00+00:00,3687.22,3687.2200000000003,3724.0922000000005,63.602069042404935,15.900517260601234,0.1269021872620364,0.007981010000000335,1,865,take_profit
normal,2025-08-07 08:27:00+00:00,2025-08-07 10:03:00+00:00,3724.63,3724.63,3761.8763000000004,63.72897122966697,15.932242807416742,0.12715538916842206,0.007981010000000061,1,97,take_profit
normal,2025-08-07 10:04:00+00:00,2025-08-07 10:30:00+00:00,3770.62,3770.62,3808.3262,63.85612661883539,15.964031654708847,0.12740909627654773,0.007981009999999992,1,27,take_profit
normal,2025-08-07 10:31:00+00:00,2025-08-07 12:46:00+00:00,3812.71,3812.7100000000005,3850.8371000000006,63.98353571511194,15.995883928777985,0.1276633095944213,0.007981010000000307,1,136,take_profit
normal,2025-08-07 12:47:00+00:00,2025-08-07 21:48:00+00:00,3846.91,3846.91,3885.3791,64.11119902470637,16.02779975617659,0.12791803013204373,0.007981010000000049,1,542,take_profit
normal,2025-08-07 21:49:00+00:00,2025-08-07 22:55:00+00:00,3884.8,3884.8,3923.648,64.2391170548384,16.0597792637096,0.1281732589014588,0.00798100999999999,1,67,take_profit
normal,2025-08-07 22:56:00+00:00,2025-08-08 03:25:00+00:00,3925.47,3925.4699999999993,3964.7246999999993,64.36729031373986,16.091822578434964,0.12842899691671406,0.007981009999999927,1,270,take_profit
normal,2025-08-08 03:26:00+00:00,2025-08-08 13:53:00+00:00,3962.79,3962.7900000000004,4002.4179000000004,64.49571931065657,16.123929827664142,0.12868524519388558,0.007981009999999986,1,628,take_profit
normal,2025-08-08 13:54:00+00:00,2025-08-08 18:19:00+00:00,4010.99,4010.99,4051.0998999999997,64.62440455585045,16.15610113896261,0.12894200475107098,0.007981009999999938,1,266,take_profit
normal,2025-08-08 18:20:00+00:00,2025-08-09 04:37:00+00:00,4055.84,4055.8400000000006,4096.398400000001,64.75334656060151,16.18833664015038,0.12919927660840713,0.007981010000000035,1,618,take_profit
normal,2025-08-09 04:38:00+00:00,2025-08-09 05:05:00+00:00,4089.91,4089.9099999999994,4130.8090999999995,64.88254583720992,16.22063645930248,0.1294570617880595,0.007981010000000111,1,28,take_profit
normal,2025-08-09 05:06:00+00:00,2025-08-09 05:06:00+00:00,4149.25,4149.25,4190.7425,65.01200289899798,16.253000724749494,0.12971536131423633,0.007981010000000207,1,1,take_profit
normal,2025-08-09 05:07:00+00:00,2025-08-09 09:47:00+00:00,4173.28,4173.28,4215.0127999999995,65.14171826031222,16.285429565078054,0.1299741762131852,0.007981010000000097,1,281,take_profit
normal,2025-08-09 09:48:00+00:00,2025-08-09 20:09:00+00:00,4233.99,4233.99,4276.3299,65.2716924365254,16.31792310913135,0.13023350751320706,0.007981009999999919,1,622,take_profit
